,Date,Underlying,Time_to_Expiration,Strike_Price,Option_Price,Risk_free,Implied_Volatility,Moneyness,Rounded_Time_to_Expiration
326,2024-10-15,586.27,0.1232032854209445,540.0,62.09,4.471,0.4017033222065978,0.921077319323861,0.12
332,2024-10-23,563.69,0.1013004791238877,540.0,46.6,4.471,0.4559467242022242,0.9579733541485568,0.1
333,2024-10-25,573.25,0.0958247775496235,540.0,52.35,4.471,0.4585999496443537,0.9419973833406018,0.1
335,2024-10-29,593.28,0.0848733744010951,540.0,66.25,4.471,0.47321706805063357,0.9101941747572816,0.08
336,2024-10-30,591.8,0.082135523613963,540.0,70.0,4.471,0.5750124522319205,0.9124704291990539,0.08
337,2024-10-31,567.58,0.0793976728268309,540.0,39.63,4.471,0.3506967812054961,0.951407731068748,0.08
331,2024-10-22,582.01,0.1040383299110198,540.0,58.4,4.471,0.4340697745719399,0.9278191096372914,0.1
367,2024-11-08,589.34,0.0574948665297741,545.0,46.4,4.471,0.2103611845227273,0.9247632945328672,0.06
368,2024-11-12,584.82,0.0465434633812457,545.0,42.05,4.471,0.2417282606535785,0.9319106733695838,0.05
369,2024-11-13,580.0,0.0438056125941136,545.0,39.03,4.471,0.3053424959810686,0.9396551724137931,0.04
376,2024-11-22,559.14,0.0191649555099247,545.0,16.95,4.471,0.24567548340456813,0.9747111635726294,0.02
373,2024-11-19,561.09,0.027378507871321,545.0,21.0,4.471,0.2899406437740401,0.9713236735639558,0.03
372,2024-11-18,554.4,0.0301163586584531,545.0,16.8,4.471,0.2892339667707828,0.983044733044733,0.03
374,2024-11-20,565.52,0.0246406570841889,545.0,23.31,4.471,0.26214945200530726,0.9637148111472628,0.02
375,2024-11-21,563.09,0.0219028062970568,545.0,21.65,4.471,0.29360674251152946,0.9678736969223392,0.02
366,2024-11-07,591.7,0.0602327173169062,545.0,50.11,4.471,0.27662688939066393,0.9210748690214635,0.06
371,2024-11-15,554.08,0.0383299110198494,545.0,16.7,4.471,0.2559319910886775,0.9836124747328905,0.04
365,2024-11-06,572.05,0.0629705681040383,545.0,31.42,4.471,0.2173617200337518,0.9527139236080763,0.06
359,2024-10-28,578.16,0.0876112251882272,545.0,52.0,4.471,0.4724455385519496,0.9426456344264564,0.09
363,2024-11-04,560.68,0.0684462696783025,545.0,31.73,4.471,0.38163852486487165,0.9720339587643576,0.07
354,2024-10-11,589.95,0.1341546885694729,545.0,61.18,4.471,0.3797614349157626,0.9238071022968047,0.13
355,2024-10-15,586.27,0.1232032854209445,545.0,58.7,4.471,0.4029051767585421,0.9296058130213042,0.12
356,2024-10-16,576.79,0.1204654346338124,545.0,52.99,4.471,0.42324017138379255,0.9448846200523588,0.12
357,2024-10-18,576.47,0.1149897330595482,545.0,53.52,4.471,0.4452469295859409,0.9454091279684979,0.11
364,2024-11-05,572.43,0.0657084188911704,545.0,34.76,4.471,0.2857384573349197,0.9520814772111875,0.07
360,2024-10-29,593.28,0.0848733744010951,545.0,59.6,4.471,0.41509662156168037,0.9186218985976268,0.08
361,2024-10-30,591.8,0.082135523613963,545.0,64.24,4.471,0.532467077876601,0.9209192294694154,0.08
362,2024-10-31,567.58,0.0793976728268309,545.0,38.0,4.471,0.3808608907000373,0.9602170619119771,0.08
358,2024-10-21,575.16,0.1067761806981519,545.0,48.22,4.471,0.3977003063147858,0.9475624174142848,0.11
377,2024-11-21,563.09,0.0219028062970568,547.5,18.75,4.471,0.2537901878402037,0.9723134845229003,0.02
378,2024-11-22,559.14,0.0191649555099247,547.5,14.85,4.471,0.23708537060679843,0.9791823156991094,0.02
395,2024-11-05,572.43,0.0657084188911704,550.0,33.0,4.471,0.32386810141036926,0.9608161696626663,0.07
396,2024-11-06,572.05,0.0629705681040383,550.0,30.0,4.471,0.2749067360790032,0.9614544183200769,0.06
397,2024-11-07,591.7,0.0602327173169062,550.0,47.06,4.471,0.3170943204633635,0.9295250971776238,0.06
398,2024-11-08,589.34,0.0574948665297741,550.0,41.14,4.471,0.1717331576898018,0.9332473614551872,0.06
399,2024-11-11,583.17,0.0492813141683778,550.0,37.5,4.471,0.282033891605364,0.9431212167978463,0.05
400,2024-11-12,584.82,0.0465434633812457,550.0,39.25,4.471,0.30389788017140523,0.9404603125748092,0.05
403,2024-11-15,554.08,0.0383299110198494,550.0,14.75,4.471,0.2802878436865616,0.9926364423909904,0.04
402,2024-11-14,577.16,0.0410677618069815,550.0,28.91,4.471,0.17656665882404138,0.9529419918220251,0.04
404,2024-11-18,554.4,0.0301163586584531,550.0,13.2,4.471,0.27300478804744527,0.9920634920634921,0.03
405,2024-11-19,561.09,0.027378507871321,550.0,17.0,4.471,0.27402191928521785,0.9802348999269279,0.03
406,2024-11-20,565.52,0.0246406570841889,550.0,20.5,4.471,0.30171734330131855,0.9725562314330174,0.02
407,2024-11-21,563.09,0.0219028062970568,550.0,17.53,4.471,0.27849726714646,0.9767532721234615,0.02
401,2024-11-13,580.0,0.0438056125941136,550.0,37.85,4.471,0.3875730396794952,0.9482758620689655,0.04
394,2024-11-04,560.68,0.0684462696783025,550.0,27.45,4.471,0.3575521591238785,0.9809517015053151,0.07
391,2024-10-30,591.8,0.082135523613963,550.0,61.3,4.471,0.5399657389090377,0.9293680297397771,0.08
392,2024-10-31,567.58,0.0793976728268309,550.0,34.95,4.471,0.3818214528480098,0.9690263927552062,0.08
390,2024-10-29,593.28,0.0848733744010951,550.0,56.2,4.471,0.42019272567616417,0.927049622437972,0.08
389,2024-10-28,578.16,0.0876112251882272,550.0,49.15,4.471,0.47759778264094827,0.9512937595129376,0.09
408,2024-11-22,559.14,0.0191649555099247,550.0,12.91,4.471,0.2316849620853526,0.9836534678255893,0.02
387,2024-10-24,567.78,0.0985626283367556,550.0,41.46,4.471,0.4341192956375807,0.9686850540702385,0.1
386,2024-10-23,563.69,0.1013004791238877,550.0,39.75,4.471,0.4397113252888735,0.9757136014476041,0.1
385,2024-10-22,582.01,0.1040383299110198,550.0,49.6,4.471,0.4010358325320693,0.945000945000945,0.1
384,2024-10-21,575.16,0.1067761806981519,550.0,44.35,4.471,0.3873806940322897,0.9562556506015718,0.11
383,2024-10-18,576.47,0.1149897330595482,550.0,49.67,4.471,0.43435637005896915,0.954082606206741,0.11
382,2024-10-17,576.93,0.1177275838466803,550.0,48.8,4.471,0.4122916325829789,0.9533218934706118,0.12
381,2024-10-16,576.79,0.1204654346338124,550.0,48.1,4.471,0.3986160927466611,0.9535532862913713,0.12
380,2024-10-15,586.27,0.1232032854209445,550.0,57.3,4.471,0.4305464178080125,0.9381343067187473,0.12
379,2024-10-11,589.95,0.1341546885694729,550.0,57.69,4.471,0.3792665550482111,0.9322823968132892,0.13
393,2024-11-01,567.16,0.0766598220396988,550.0,32.8,4.471,0.3570123650361721,0.969743987587277,0.08
388,2024-10-25,573.25,0.0958247775496235,550.0,48.6,4.471,0.4959938653861438,0.9594417793283908,0.1
410,2024-11-22,559.14,0.0191649555099247,552.5,10.95,4.471,0.2219703258075502,0.9881246199520692,0.02
409,2024-11-21,563.09,0.0219028062970568,552.5,15.37,4.471,0.2641632485614843,0.9811930597240227,0.02
411,2024-10-11,589.95,0.1341546885694729,555.0,56.61,4.471,0.40955286017988723,0.9407576913297736,0.13
437,2024-11-22,559.14,0.0191649555099247,555.0,9.5,4.471,0.22599872431773776,0.9925957720785492,0.02
436,2024-11-21,563.09,0.0219028062970568,555.0,13.5,4.471,0.2575020162212373,0.9856328473245839,0.02
435,2024-11-20,565.52,0.0246406570841889,555.0,16.5,4.471,0.2840856660158045,0.9813976517187721,0.02
434,2024-11-19,561.09,0.027378507871321,555.0,13.81,4.471,0.27343559042118554,0.9891461262899,0.03
433,2024-11-18,554.4,0.0301163586584531,555.0,10.6,4.471,0.2743122939877137,1.001082251082251,0.03
431,2024-11-14,577.16,0.0410677618069815,555.0,24.7,4.471,0.18689465449713127,0.961605100838589,0.04
430,2024-11-13,580.0,0.0438056125941136,555.0,31.36,4.471,0.3127948571804828,0.9568965517241379,0.04
429,2024-11-12,584.82,0.0465434633812457,555.0,35.38,4.471,0.30833307975768587,0.9490099517800348,0.05
427,2024-11-08,589.34,0.0574948665297741,555.0,38.05,4.471,0.239196852334627,0.941731428377507,0.06
426,2024-11-07,591.7,0.0602327173169062,555.0,42.77,4.471,0.31050721213632554,0.9379753253337839,0.06
425,2024-11-06,572.05,0.0629705681040383,555.0,25.45,4.471,0.25307650524547837,0.9701949130320777,0.06
424,2024-11-05,572.43,0.0657084188911704,555.0,29.0,4.471,0.3106900924929137,0.9695508621141451,0.07
432,2024-11-15,554.08,0.0383299110198494,555.0,12.0,4.471,0.27697840935994245,1.0016604100490902,0.04
422,2024-11-01,567.16,0.0766598220396988,555.0,30.82,4.471,0.37376239821791213,0.9785598420198887,0.08
421,2024-10-31,567.58,0.0793976728268309,555.0,31.45,4.471,0.3727007344515049,0.9778357235984354,0.08
420,2024-10-30,591.8,0.082135523613963,555.0,56.7,4.471,0.517034222476618,0.9378168300101386,0.08
419,2024-10-29,593.28,0.0848733744010951,555.0,46.25,4.471,0.298403957910553,0.9354773462783172,0.08
418,2024-10-28,578.16,0.0876112251882272,555.0,46.1,4.471,0.47737385097889756,0.9599418845994189,0.09
417,2024-10-23,563.69,0.1013004791238877,555.0,38.11,4.471,0.45483151497269764,0.9845837250971278,0.1
423,2024-11-04,560.68,0.0684462696783025,555.0,23.74,4.471,0.34129628060124195,0.9898694442462724,0.07
416,2024-10-22,582.01,0.1040383299110198,555.0,48.19,4.471,0.42776516831148986,0.9535918626827717,0.1
415,2024-10-21,575.16,0.1067761806981519,555.0,41.49,4.471,0.39024277205510743,0.9649488837888588,0.11
414,2024-10-18,576.47,0.1149897330595482,555.0,46.92,4.471,0.4374733804499137,0.9627560844449841,0.11
413,2024-10-17,576.93,0.1177275838466803,555.0,46.2,4.471,0.4180168725693444,0.9619884561385265,0.12
412,2024-10-15,586.27,0.1232032854209445,555.0,50.0,4.471,0.3736156948740884,0.9466628004161906,0.12
439,2024-11-22,559.14,0.0191649555099247,557.5,7.8,4.471,0.216995051608189,0.9970669242050292,0.02
438,2024-11-21,563.09,0.0219028062970568,557.5,11.85,4.471,0.2549487077302849,0.9900726349251451,0.02
455,2024-11-06,572.05,0.0629705681040383,560.0,23.62,4.471,0.28082891338878235,0.9789354077440784,0.06
467,2024-11-22,559.14,0.0191649555099247,560.0,6.4,4.471,0.21328765053088486,1.0015380763315092,0.02
466,2024-11-21,563.09,0.0219028062970568,560.0,10.5,4.471,0.25827106135491723,0.9945124225257063,0.02
465,2024-11-20,565.52,0.0246406570841889,560.0,13.0,4.471,0.27319824970572776,0.9902390720045269,0.02
464,2024-11-19,561.09,0.027378507871321,560.0,10.85,4.471,0.26874602126920044,0.998057352652872,0.03
463,2024-11-18,554.4,0.0301163586584531,560.0,8.0,4.471,0.2656844200652689,1.0101010101010102,0.03
462,2024-11-15,554.08,0.0383299110198494,560.0,9.5,4.471,0.2718335751138565,1.0106843777071903,0.04
461,2024-11-14,577.16,0.0410677618069815,560.0,20.7,4.471,0.19083664769467432,0.9702682098551528,0.04
460,2024-11-13,580.0,0.0438056125941136,560.0,25.99,4.471,0.2685082575944044,0.9655172413793104,0.04
459,2024-11-12,584.82,0.0465434633812457,560.0,31.15,4.471,0.2974087607962159,0.9575595909852603,0.05
458,2024-11-11,583.17,0.0492813141683778,560.0,29.8,4.471,0.2855549753295212,0.9602688752850799,0.05
457,2024-11-08,589.34,0.0574948665297741,560.0,32.77,4.471,0.2057744275723604,0.9502154952998269,0.06
456,2024-11-07,591.7,0.0602327173169062,560.0,38.2,4.471,0.2943372777403901,0.9464255534899442,0.06
454,2024-11-05,572.43,0.0657084188911704,560.0,27.0,4.471,0.33125867488818916,0.9782855545656238,0.07
448,2024-10-28,578.16,0.0876112251882272,560.0,42.95,4.471,0.4737194909785879,0.9685900096859001,0.09
452,2024-11-01,567.16,0.0766598220396988,560.0,26.35,4.471,0.34622850881586026,0.9873756964525002,0.08
440,2024-10-11,589.95,0.1341546885694729,560.0,53.52,4.471,0.4103319587802375,0.949232985846258,0.13
441,2024-10-15,586.27,0.1232032854209445,560.0,48.0,4.471,0.38959719625565264,0.9551912941136337,0.12
442,2024-10-18,576.47,0.1149897330595482,560.0,44.0,4.471,0.43659018269937905,0.9714295626832272,0.11
443,2024-10-21,575.16,0.1067761806981519,560.0,38.5,4.471,0.3892334143700253,0.9736421169761458,0.11
445,2024-10-23,563.69,0.1013004791238877,560.0,34.45,4.471,0.43927094592994853,0.9934538487466514,0.1
444,2024-10-22,582.01,0.1040383299110198,560.0,45.2,4.471,0.4283471829632002,0.9621827803645986,0.1
447,2024-10-25,573.25,0.0958247775496235,560.0,40.1,4.471,0.4538752049966887,0.9768861753161797,0.1
453,2024-11-04,560.68,0.0684462696783025,560.0,19.93,4.471,0.3205027566657308,0.9987871869872299,0.07
449,2024-10-29,593.28,0.0848733744010951,560.0,50.0,4.471,0.4327007159095414,0.9439050701186624,0.08
450,2024-10-30,591.8,0.082135523613963,560.0,53.78,4.471,0.5213129325160855,0.9462656302805003,0.08
451,2024-10-31,567.58,0.0793976728268309,560.0,28.8,4.471,0.37497667421639536,0.9866450544416645,0.08
446,2024-10-24,567.78,0.0985626283367556,560.0,35.95,4.471,0.43394361749267224,0.9862975095987883,0.1
474,2024-11-20,565.52,0.0246406570841889,562.5,11.65,4.471,0.27543010469669865,0.9946597821474041,0.02
476,2024-11-22,559.14,0.0191649555099247,562.5,5.3,4.471,0.2144811169236581,1.0060092284579891,0.02
475,2024-11-21,563.09,0.0219028062970568,562.5,9.0,4.471,0.25345847748926853,0.9989522101262674,0.02
473,2024-11-19,561.09,0.027378507871321,562.5,9.65,4.471,0.27002516531721343,1.0025129658343581,0.03
472,2024-11-18,554.4,0.0301163586584531,562.5,7.3,4.471,0.27355399235196143,1.0146103896103897,0.03
471,2024-11-15,554.08,0.0383299110198494,562.5,8.5,4.471,0.2721921574365496,1.0151963615362403,0.04
470,2024-11-14,577.16,0.0410677618069815,562.5,21.35,4.471,0.25844989307390803,0.9745997643634348,0.04
469,2024-11-12,584.82,0.0465434633812457,562.5,29.45,4.471,0.300997208522086,0.9618344105878731,0.05
468,2024-11-11,583.17,0.0492813141683778,562.5,24.75,4.471,0.20315610911379914,0.9645557899068883,0.05
493,2024-11-08,589.34,0.0574948665297741,565.0,30.5,4.471,0.2536234482898207,0.9586995622221468,0.06
494,2024-11-11,583.17,0.0492813141683778,565.0,25.71,4.471,0.2737508376079768,0.9688427045286967,0.05
495,2024-11-12,584.82,0.0465434633812457,565.0,27.05,4.471,0.2861888833234617,0.9661092301904859,0.05
496,2024-11-13,580.0,0.0438056125941136,565.0,22.32,4.471,0.26540764607422196,0.9741379310344828,0.04
497,2024-11-14,577.16,0.0410677618069815,565.0,18.9,4.471,0.2400916791866899,0.9789313188717167,0.04
499,2024-11-18,554.4,0.0301163586584531,565.0,6.15,4.471,0.2668750019292317,1.019119769119769,0.03
492,2024-11-07,591.7,0.0602327173169062,565.0,32.9,4.471,0.25951906760464477,0.9548757816461044,0.06
500,2024-11-19,561.09,0.027378507871321,565.0,8.43,4.471,0.2680781253575486,1.006968579015844,0.03
501,2024-11-20,565.52,0.0246406570841889,565.0,10.3,4.471,0.2747117229145108,0.9990804922902815,0.02
502,2024-11-21,563.09,0.0219028062970568,565.0,7.78,4.471,0.25360972093340206,1.0033919977268286,0.02
503,2024-11-22,559.14,0.0191649555099247,565.0,4.3,4.471,0.21416054942632753,1.010480380584469,0.02
498,2024-11-15,554.08,0.0383299110198494,565.0,7.5,4.471,0.2706292073224158,1.0197083453652902,0.04
490,2024-11-05,572.43,0.0657084188911704,565.0,23.6,4.471,0.3222057332372363,0.9870202470171026,0.07
491,2024-11-06,572.05,0.0629705681040383,565.0,20.6,4.471,0.2799740873308108,0.9876759024560791,0.06
481,2024-10-23,563.69,0.1013004791238877,565.0,32.0,4.471,0.43919090726476234,1.0023239723961752,0.1
477,2024-10-16,576.79,0.1204654346338124,565.0,41.0,4.471,0.4197287482530949,0.9795592850084087,0.12
478,2024-10-18,576.47,0.1149897330595482,565.0,40.5,4.471,0.42651158039259757,0.9801030409214703,0.11
479,2024-10-21,575.16,0.1067761806981519,565.0,35.81,4.471,0.3905056836739123,0.9823353501634329,0.11
480,2024-10-22,582.01,0.1040383299110198,565.0,41.75,4.471,0.420689133549211,0.9707736980464253,0.1
482,2024-10-24,567.78,0.0985626283367556,565.0,33.5,4.471,0.4354224256366322,0.9951037373630632,0.1
489,2024-11-04,560.68,0.0684462696783025,565.0,17.65,4.471,0.32263645523207096,1.0077049297281873,0.07
484,2024-10-28,578.16,0.0876112251882272,565.0,38.65,4.471,0.45087511893199644,0.9772381347723814,0.09
485,2024-10-29,593.28,0.0848733744010951,565.0,46.65,4.471,0.43100164878043734,0.9523327939590076,0.08
486,2024-10-30,591.8,0.082135523613963,565.0,50.5,4.471,0.5177546212048494,0.9547144305508618,0.08
487,2024-10-31,567.58,0.0793976728268309,565.0,24.85,4.471,0.35398470898461776,0.9954543852848937,0.08
488,2024-11-01,567.16,0.0766598220396988,565.0,22.7,4.471,0.32995275442823396,0.9961915508851118,0.08
483,2024-10-25,573.25,0.0958247775496235,565.0,37.15,4.471,0.44994772497284397,0.9856083733100741,0.1
510,2024-11-19,561.09,0.027378507871321,567.5,7.45,4.471,0.2700008140018713,1.0114241921973302,0.03
513,2024-11-22,559.14,0.0191649555099247,567.5,3.55,4.471,0.21774705744508382,1.014951532710949,0.02
512,2024-11-21,563.09,0.0219028062970568,567.5,6.6,4.471,0.2514174423749975,1.00783178532739,0.02
511,2024-11-20,565.52,0.0246406570841889,567.5,8.95,4.471,0.271118574139782,1.0035012024331589,0.02
509,2024-11-18,554.4,0.0301163586584531,567.5,5.35,4.471,0.26728750510096355,1.0236291486291487,0.03
505,2024-11-12,584.82,0.0465434633812457,567.5,26.0,4.471,0.3022002786082782,0.9703840497930987,0.05
507,2024-11-14,577.16,0.0410677618069815,567.5,15.94,4.471,0.20901124805783453,0.9832628733799986,0.04
506,2024-11-13,580.0,0.0438056125941136,567.5,20.5,4.471,0.2619947397340464,0.978448275862069,0.04
504,2024-11-11,583.17,0.0492813141683778,567.5,25.51,4.471,0.30684954021612865,0.9731296191505051,0.05
508,2024-11-15,554.08,0.0383299110198494,567.5,6.65,4.471,0.270784642226676,1.0242203291943401,0.04
534,2024-11-12,584.82,0.0465434633812457,570.0,24.4,4.471,0.3035121858481087,0.9746588693957114,0.05
530,2024-11-06,572.05,0.0629705681040383,570.0,18.0,4.471,0.28223200161217626,0.9964163971680798,0.06
531,2024-11-07,591.7,0.0602327173169062,570.0,29.25,4.471,0.26114417163782966,0.9633260098022646,0.06
532,2024-11-08,589.34,0.0574948665297741,570.0,26.3,4.471,0.24218257363878978,0.9671836291444667,0.06
533,2024-11-11,583.17,0.0492813141683778,570.0,22.15,4.471,0.2696353732941532,0.9774165337723134,0.05
535,2024-11-13,580.0,0.0438056125941136,570.0,19.4,4.471,0.2731398016636781,0.9827586206896551,0.04
529,2024-11-05,572.43,0.0657084188911704,570.0,20.8,4.471,0.32029773655348337,0.9957549394685814,0.07
537,2024-11-15,554.08,0.0383299110198494,570.0,5.8,4.471,0.26901160973343224,1.02873231302339,0.04
538,2024-11-18,554.4,0.0301163586584531,570.0,4.6,4.471,0.2667225541448573,1.0281385281385282,0.03
539,2024-11-19,561.09,0.027378507871321,570.0,6.5,4.471,0.27016077651697823,1.0158798053788163,0.03
540,2024-11-20,565.52,0.0246406570841889,570.0,7.77,4.471,0.26941719563375877,1.0079219125760361,0.02
541,2024-11-21,563.09,0.0219028062970568,570.0,5.7,4.471,0.25428786294935657,1.012271572927951,0.02
536,2024-11-14,577.16,0.0410677618069815,570.0,14.5,4.471,0.21281325953413735,0.9875944278882806,0.04
528,2024-11-04,560.68,0.0684462696783025,570.0,15.3,4.471,0.32000365091371613,1.0166226724691447,0.07
542,2024-11-22,559.14,0.0191649555099247,570.0,2.77,4.471,0.21565785673349455,1.019422684837429,0.02
526,2024-10-31,567.58,0.0793976728268309,570.0,21.69,4.471,0.34309218228580163,1.004263716128123,0.08
527,2024-11-01,567.16,0.0766598220396988,570.0,20.0,4.471,0.32615643661101645,1.0050074053177234,0.08
514,2024-10-14,590.42,0.1259411362080766,570.0,51.08,4.471,0.4658232015520446,0.9654144507299889,0.13
515,2024-10-16,576.79,0.1204654346338124,570.0,37.9,4.471,0.4138169441228004,0.9882279512474211,0.12
516,2024-10-17,576.93,0.1177275838466803,570.0,37.8,4.471,0.41673547065985456,0.9879881441422704,0.12
517,2024-10-18,576.47,0.1149897330595482,570.0,35.35,4.471,0.3936143791302583,0.9887765191597134,0.11
519,2024-10-22,582.01,0.1040383299110198,570.0,38.65,4.471,0.41641137177325843,0.9793646157282521,0.1
518,2024-10-21,575.16,0.1067761806981519,570.0,34.28,4.471,0.40558426599569747,0.9910285833507199,0.11
521,2024-10-24,567.78,0.0985626283367556,570.0,30.9,4.471,0.432948473680878,1.0039099651273382,0.1
522,2024-10-25,573.25,0.0958247775496235,570.0,33.9,4.471,0.4400443329026205,0.9943305713039686,0.1
523,2024-10-28,578.16,0.0876112251882272,570.0,37.55,4.471,0.4746794843756387,0.9858862598588627,0.09
524,2024-10-29,593.28,0.0848733744010951,570.0,44.95,4.471,0.4533215464272291,0.9607605177993528,0.08
525,2024-10-30,591.8,0.082135523613963,570.0,47.05,4.471,0.5098879529162843,0.9631632308212235,0.08
520,2024-10-23,563.69,0.1013004791238877,570.0,29.8,4.471,0.4408518037815308,1.0111940960456989,0.1
550,2024-11-20,565.52,0.0246406570841889,572.5,6.8,4.471,0.2708198553497821,1.0123426227189136,0.02
552,2024-11-22,559.14,0.0191649555099247,572.5,2.25,4.471,0.21914564157061395,1.0238938369639088,0.02
551,2024-11-21,563.09,0.0219028062970568,572.5,4.65,4.471,0.24887296705857367,1.0167113605285123,0.02
549,2024-11-19,561.09,0.027378507871321,572.5,5.55,4.471,0.2676383424962863,1.0203354185603022,0.03
548,2024-11-18,554.4,0.0301163586584531,572.5,4.3,4.471,0.27786979158518854,1.0326479076479076,0.03
546,2024-11-14,577.16,0.0410677618069815,572.5,13.07,4.471,0.2144334306350638,0.9919259823965625,0.04
545,2024-11-13,580.0,0.0438056125941136,572.5,17.32,4.471,0.26094130583038244,0.9870689655172413,0.04
544,2024-11-12,584.82,0.0465434633812457,572.5,22.09,4.471,0.28815218103420154,0.9789336889983242,0.05
543,2024-11-11,583.17,0.0492813141683778,572.5,19.78,4.471,0.25337568655810344,0.9817034483941218,0.05
547,2024-11-15,554.08,0.0383299110198494,572.5,5.15,4.471,0.2705536906263869,1.03324429685244,0.04
569,2024-11-04,560.68,0.0684462696783025,575.0,13.15,4.471,0.3172343992150518,1.0255404152101022,0.07
570,2024-11-05,572.43,0.0657084188911704,575.0,18.12,4.471,0.31686850572509684,1.0044896319200602,0.07
571,2024-11-06,572.05,0.0629705681040383,575.0,15.25,4.471,0.2775106840632151,1.0051568918800804,0.06
572,2024-11-07,591.7,0.0602327173169062,575.0,25.55,4.471,0.2569933600545759,0.9717762379584248,0.06
573,2024-11-08,589.34,0.0574948665297741,575.0,22.55,4.471,0.23660712302999234,0.9756676960667865,0.06
574,2024-11-11,583.17,0.0492813141683778,575.0,19.0,4.471,0.26885549724972857,0.9859903630159302,0.05
575,2024-11-12,584.82,0.0465434633812457,575.0,20.0,4.471,0.27679308122292573,0.983208508600937,0.05
578,2024-11-15,554.08,0.0383299110198494,575.0,4.5,4.471,0.2703119942580083,1.03775628068149,0.04
577,2024-11-14,577.16,0.0410677618069815,575.0,13.29,4.471,0.24957599964221946,0.9962575369048444,0.04
583,2024-11-22,559.14,0.0191649555099247,575.0,1.7,4.471,0.21690876358609557,1.0283649890903888,0.02
580,2024-11-19,561.09,0.027378507871321,575.0,4.8,4.471,0.2683138140300376,1.0247910317417883,0.03
581,2024-11-20,565.52,0.0246406570841889,575.0,5.84,4.471,0.2696505957394479,1.0167633328617909,0.02
582,2024-11-21,563.09,0.0219028062970568,575.0,3.9,4.471,0.2495617006425949,1.0211511481290734,0.02
576,2024-11-13,580.0,0.0438056125941136,575.0,16.05,4.471,0.2647926299135077,0.9913793103448276,0.04
568,2024-11-01,567.16,0.0766598220396988,575.0,17.25,4.471,0.3184984609352982,1.0138232597503352,0.08
579,2024-11-18,554.4,0.0301163586584531,575.0,3.55,4.471,0.27278088254917937,1.0371572871572872,0.03
566,2024-10-30,591.8,0.082135523613963,575.0,44.65,4.471,0.516749521506374,0.9716120310915851,0.08
567,2024-10-31,567.58,0.0793976728268309,575.0,20.1,4.471,0.3540923246241221,1.013073046971352,0.08
553,2024-10-11,589.95,0.1341546885694729,575.0,41.5,4.471,0.37097192625821623,0.9746588693957114,0.13
554,2024-10-14,590.42,0.1259411362080766,575.0,45.12,4.471,0.4259689598237921,0.9738829985434099,0.13
555,2024-10-15,586.27,0.1232032854209445,575.0,40.94,4.471,0.4101707230440942,0.9807767752059632,0.12
556,2024-10-16,576.79,0.1204654346338124,575.0,34.8,4.471,0.4065131642258742,0.9968966174864335,0.12
558,2024-10-18,576.47,0.1149897330595482,575.0,35.85,4.471,0.43282349442963325,0.9974499973979565,0.11
557,2024-10-17,576.93,0.1177275838466803,575.0,35.49,4.471,0.41948246115054477,0.996654706810185,0.12
560,2024-10-22,582.01,0.1040383299110198,575.0,36.2,4.471,0.4193644448788482,0.9879555334100789,0.1
561,2024-10-23,563.69,0.1013004791238877,575.0,27.3,4.471,0.4365896895639169,1.0200642196952225,0.1
562,2024-10-24,567.78,0.0985626283367556,575.0,28.3,4.471,0.4286993778784981,1.012716192891613,0.1
563,2024-10-25,573.25,0.0958247775496235,575.0,31.75,4.471,0.4440915081262856,1.003052769297863,0.1
564,2024-10-28,578.16,0.0876112251882272,575.0,34.16,4.471,0.46218833280246674,0.9945343849453439,0.09
565,2024-10-29,593.28,0.0848733744010951,575.0,42.45,4.471,0.460193651978212,0.969188241639698,0.08
559,2024-10-21,575.16,0.1067761806981519,575.0,31.53,4.471,0.40219873644588394,0.9997218165380068,0.11
590,2024-11-19,561.09,0.027378507871321,577.5,4.15,4.471,0.2695750037746135,1.0292466449232742,0.03
593,2024-11-22,559.14,0.0191649555099247,577.5,1.42,4.471,0.22357207251899924,1.0328361412168687,0.02
592,2024-11-21,563.09,0.0219028062970568,577.5,3.35,4.471,0.2540028891435575,1.0255909357296347,0.02
591,2024-11-20,565.52,0.0246406570841889,577.5,5.0,4.471,0.2691802084482323,1.0211840430046684,0.02
589,2024-11-18,554.4,0.0301163586584531,577.5,2.97,4.471,0.270628002176387,1.0416666666666667,0.03
588,2024-11-15,554.08,0.0383299110198494,577.5,4.0,4.471,0.27261172988301563,1.0422682645105399,0.04
587,2024-11-14,577.16,0.0410677618069815,577.5,12.2,4.471,0.2538615934716776,1.0005890914131264,0.04
586,2024-11-13,580.0,0.0438056125941136,577.5,15.3,4.471,0.2777466130438873,0.9956896551724138,0.04
585,2024-11-12,584.82,0.0465434633812457,577.5,18.35,4.471,0.2736086125525577,0.9874833282035497,0.05
584,2024-11-11,583.17,0.0492813141683778,577.5,17.85,4.471,0.2748542991030434,0.9902772776377387,0.05
612,2024-11-06,572.05,0.0629705681040383,580.0,13.0,4.471,0.27723412087260746,1.0138973865920813,0.06
613,2024-11-07,591.7,0.0602327173169062,580.0,22.61,4.471,0.2629655313879756,0.980226466114585,0.06
614,2024-11-08,589.34,0.0574948665297741,580.0,20.0,4.471,0.24925739450402148,0.9841517629891064,0.06
615,2024-11-11,583.17,0.0492813141683778,580.0,16.2,4.471,0.26949380241427695,0.9945641922595471,0.05
